,Date Created,Number of Likes,Source of Tweet,Tweets
178,2023-05-16 08:08:05+00:00,39111,,GM https://t.co/d4SvdioFKv
179,2023-05-16 06:49:31+00:00,6453,,https://t.co/AkSoMvwXks
180,2023-05-16 06:29:36+00:00,83889,,https://t.co/d4SsnR8WXx
181,2023-05-15 22:21:27+00:00,266,,@_CryptoTrending DNG.
182,2023-05-15 21:20:53+00:00,4168,,@vanessasierra00 crypthoe
183,2023-05-15 21:15:07+00:00,13726,,gambling addict virgins.
184,2023-05-15 21:14:34+00:00,25707,,"When I made a joke I didnt expect a bunch of aspy idiots to launch a coin called $sluts within 15 fucking seconds?

Who are you people? dont you have lives?

How did you even see my tweet and launch it that fast.

Crypto is literally just degen autists."
185,2023-05-15 20:03:36+00:00,16367,,"CryptHOEs

Theyre everywhere. 

Random chicks who cant parallel park telling you what shitcoin to invest in.

$Sluts"
186,2023-05-15 18:12:33+00:00,4993,,"“A good deed done to an animal is like a good deed done to a human being, while an act of cruelty to an animal is as bad as cruelty to a human being.""

https://t.co/hUzaVGaPT2"
187,2023-05-15 16:27:01+00:00,27968,,"When you decide to dye your hair blue in an attempt to garner individuality, instead of achieving individuality via competence and achievement (masculine imperative) - you are signalling to the world how average you truly are.

And when youre an average man, your woman is clearly happy to fuck average men... so when some other average dude is in the room. 

Youre in trouble.

This is all low level loser shit that never happens at the highest echelons of masculine excellence because your female never meets anybody who could possibly compare."
188,2023-05-15 16:03:49+00:00,51886,,"I wanna bet millions on all the transgender women in the womens sports divisions.

Anyone got a website?"
189,2023-05-15 13:31:52+00:00,22864,,GM from Tate Airways. https://t.co/BAdeGkvSn6
190,2023-05-15 12:53:56+00:00,5546,,"You’re going to have to work when you don’t feel like working. That’s how it’s going to have to be, or you’re never going to be important."
191,2023-05-15 11:25:25+00:00,28903,,"Omg he said women cant drive.

He's a Misogynist.

Attack him endlessly in the press, contact every single female whos ever known him and offer them ""money for a story"" (bribes) to lie about him, harass his family members, dox his mother, ban him from being discussed in schools, tap his phonecalls.

Then:

Delete his Youtube, Instagram, Uber, Discord, Skype, Gmail, Tiktok, Natwest/Santander/Barclays/Lloyds bank accounts, Car Insurance, Airbnb, Zoom, Facebook, Spotify and then throw him in an Eastern European dungeon for 94 days."
192,2023-05-15 10:46:26+00:00,2543,,"I believe in acquiring wealth and abundance in order to improve my life and do good for those I care about

Tenet 25

https://t.co/xzMGr4fG0f"
193,2023-05-15 09:33:06+00:00,9942,,"Women and children are still valuable when inept. 

They retain an intrinsic value. 

Inept men mean zero. 

Absolutely valueless.

Only Professionals. 

Only Ultra capable males matter. 

The rest are depressed worker droids. 

Matrix slaves."
194,2023-05-15 07:49:14+00:00,21341,,@HimanshuDaily 97%
195,2023-05-15 06:34:03+00:00,4402,,"GM

https://t.co/eUUmowJHSQ"
196,2023-05-15 04:59:22+00:00,87339,,"I will do a twitter spaces. 

But I’m warning you ⚠️ 

It will change the way you view the world forever. 

100k retweets."
197,2023-05-14 21:02:28+00:00,4884,,"“You will not attain righteousness till you spend in charity of the things you love.”

https://t.co/ezRo2fHEG3"
198,2023-05-14 19:31:17+00:00,2426,,"I affirm the importance of endlessly improving my mental faculties through diligent work study and practice.

Tenet 24

https://t.co/D5cQh00JFY"
199,2023-05-14 18:13:30+00:00,12584,,"Everything is going according to plan.

The students inside THE REAL WORLD become richer and more successful each day.

The Matrix continues to crack.

The wealth gap is widening.

You need to choose a side before it's too late.

Learn wealth:
https://t.co/0wFTUaNz23 https://t.co/NspYTGBdO1"
200,2023-05-14 17:01:55+00:00,37927,,"It's Passenger Princess season.

There's nothing better than breaking the speed limit in a car that nobody else can afford on your way to a hotel that nobody else can afford.

Girl in the passenger seat is playing the same 6 songs on repeat, taking selfies and has no idea where you're going or how much it costs.

She's excitedly telling you stories you half ignore and saying how good of a driver you are. ❤️"
201,2023-05-14 15:11:21+00:00,5783,,"The average man doesn’t try very hard. So if you try very hard, it’s impossible to be average."
202,2023-05-14 13:11:26+00:00,29486,,https://t.co/KvYFBUluef
203,2023-05-14 11:06:44+00:00,12932,,"Truly spiritual journeys are had in suffering. 

Not with some bullshit drug in Peru, or in a yoga resort in Thailand.

You access your deepest self through absolute suffering.

Want to learn about your heart? 

Go to solitary confinement in an Eastern European jail.

Enter the cage and engage in Mortal Kombat against a credible adversary.

Anything else is simply playtime."
204,2023-05-14 10:20:52+00:00,3265,,@TopGirlKeiko Based
205,2023-05-14 09:15:59+00:00,4134,,https://t.co/NamJeKwtEN
206,2023-05-13 20:09:15+00:00,3729,,"If you are not inside The Real World in the next 48 hours, you won’t be missing an opportunity.

You'll be missing a life-changing opportunity.

Join.

RIGHT NOW:
https://t.co/y1UJGDXlNy"
207,2023-05-13 20:09:15+00:00,4348,,"When was the last time a man as powerful as Tate gave you a guarantee?

When was the last time someone guaranteed to change your life?

YOU CANNOT MISS THIS."
208,2023-05-13 20:09:14+00:00,1665,,"WARNING ⚠️

These next 48 hours are especially critical.

We have information that can only be taught to a select few.

A special event is taking place inside The Real World which is GUARANTEED to change lives."
209,2023-05-13 20:09:14+00:00,1412,,"And every single day you aren't inside, you miss a trick.

Some of the tricks you miss would make you a little money.

Some would completely change your life."
210,2023-05-13 20:09:14+00:00,1240,,"Hustler's University consists of over 18 modern-wealth creation methods.

Each one taught at a world-class level on a world-class application."
211,2023-05-13 20:09:13+00:00,20816,,"Every day, you are going to miss an opportunity.

But some misses are worse than others.

Now and again, you miss life-changing chances.

You missed Bitcoin in 2013 and PPE in 2020.

So what are you doing to make sure you won’t miss any more?

Nothing?

Hoping and waiting?"
212,2023-05-13 18:51:58+00:00,8214,,"There are women out here who literally fuck a man who has the vaccine I cant understand it?

Hes clearly afraid of the TV? What kinda man is that?"
213,2023-05-13 17:57:32+00:00,2250,,"I reserve the right to protect the sanctity of my bloodstream and make my own decisions about my medical care and procedures

Tenet 23

https://t.co/wGFBNU70DL"
214,2023-05-13 17:15:14+00:00,49040,,"DO YOU UNDERSTAND THAT ABSOLUTELY EVERYTHING AROUND YOU IS A LIE?

EVERYTHING YOU UNDERSTAND ABOUT HOW THE WORLD FUNCTIONS IS A LIE.

EVERYTHING THEY ARE TELLING YOU ABOUT WHAT IS HAPPENING IS A LIE.

THE HISTORY YOU'VE MEMORISED.
THE POLITICS YOU WITNESS. 
THE DIVISIONS THEY PURPORT.
THE SAFETY THEY PROMISE.

EVERY. SINGLE. THING. IS. A. LIE. 

ITS BULLSHIT SPECIFICALLY DESIGNED TO HIDE ONE THING.

THE TRUTH."
215,2023-05-13 16:57:59+00:00,13004,,"You do not deserve that which you do not appreciate. 

- Top G"
216,2023-05-13 16:52:04+00:00,546,,@RayComfort have you ever told a lie?
217,2023-05-13 15:29:53+00:00,3466,,"“Those who believe, and do deeds of righteousness, and establish regular prayers and regular charity, will have their reward with their Lord. On them shall be no fear, nor shall they grieve”

https://t.co/1IRcaNplPE"
218,2023-05-13 13:43:28+00:00,1972,,https://t.co/9i7iI8J1sG
219,2023-05-13 13:12:45+00:00,3660,,"For 12 years I trained 5 hours per day, six days per week,

and I was motivated to train probably 25% of the time. The rest of the time I went because I am disciplined."
220,2023-05-13 12:54:12+00:00,85970,,@KSI 🌈
221,2023-05-13 12:10:03+00:00,20931,,@ElijahSchaffer Blowjobs.
222,2023-05-13 09:35:53+00:00,23735,,"If I love you, I don’t care about the consequences that come with that love. 

If I suffer - then I’ll suffer. 

Because love comes first."
223,2023-05-13 09:26:44+00:00,3495,,https://t.co/DbfkfkbXvL
224,2023-05-12 21:13:08+00:00,47708,,&lt;3 https://t.co/fcZ3vtXpOC
225,2023-05-12 19:22:17+00:00,12685,,"“A lotta people out here working hard for nothing. They’ll never be rich. Never be anybody.

You’re goddam sure to make it boy.

Most of these people don’t stand a chance.

Make people smile when you can”

I agreed. And shook Dad’s hand. Time to go separate ways."
226,2023-05-12 19:22:16+00:00,8126,,"At the end of the event, I signed to WKN, a fight in 6 months time.

We were all FLAT FLAT broke.

We sat around the airport without water. I was flying to England. Dad to Switzerland to play chess.

“We tipped our last money away. Because we’re TATES. And we respect hard work”"
227,2023-05-12 19:22:16+00:00,10661,,"I said to Dad “Is that why you didn’t spend the last 40 euros in the casino? Just to tip for our free meals”

Dad said:

“I ain’t scared of being broke son.

But I’m scared of not having any class”"
228,2023-05-12 19:22:15+00:00,5000,,"The next day we were eating with our meal tickets.

Laughing and joking about how one day when I become world champion we won’t be poor anymore.

“Son! Nobody can beat you in a fight but ME! And I kinda like you”

At the end of the meal, Dad took 10 euros from our 40 and tipped."
229,2023-05-12 19:22:15+00:00,8456,,"Blackjack is a son of a bitch.

Hit hit hit hit 21!

How the dealer does it, nobody knows.

Across 20 mins Dad played perfect strategy - but the math was against him.

400 euros gone. We had 40 euros left between us when we decided to leave."
230,2023-05-12 19:22:14+00:00,7933,,"Dad said “There’s a casino across the road.

We either get rich or we stay broke. I’m a professional. I can’t do in-betweens”

As we finished dinner we counted up all our money. 450 euro.

Dad left a 10 euro tip with our free meal.

440 in hand. We went to the casino."
231,2023-05-12 19:22:14+00:00,4408,,"“Well shit son! We ain’t rich enough for this place! Mudafuckin water is 7 euros!”

I looked at the menu. He was right.

This was the first time in my life I saw money. 7 euros for WATER! Everyone around with bottles and bottles.

My mind was legit blown. By fucking Perrier!"
232,2023-05-12 19:22:13+00:00,6542,,"By the time we all got to France. We had a combined pool of 500 bucks.

We went to a place called POINT Bar. The minimum spend was 500 dollars to get a table.

We had food and beds but that was ALL our money. So we left for a free meal and Dad said to me…"
233,2023-05-12 19:22:13+00:00,7867,,"As a kickboxer I was just paying the rent.

As a world-level chess player my dad would travel America playing by Greyhound to play in tournaments &amp; sleep in hotels.

Hustle chess in parks for money.

He’d bet $500 against $100. Give them 5 mins against his 1 min

And destroy them"
234,2023-05-12 19:22:12+00:00,4628,,"They booked Tristan, my dad, and me a hotel right on the beach in Deauville France where they were having a fight event.

We arrived and checked in.

We were given meal vouchers for 3 meals a day and told to enjoy the show.

We had food and somewhere to sleep.

And that’s it."
235,2023-05-12 19:22:12+00:00,31628,,"When I was 23, I was the hottest kickboxing prospect in the UK.

National champion - 85% KO ratio - I was invited by WKN to France to discuss signing for their promotion along with Jerome Lebanner.

Dad still lived in the USA but agreed to meet me there to help negotiate."
236,2023-05-12 17:37:57+00:00,6097,,"Do you think the largest tree grew so tall amongst many if it didn’t fight?

Learn more:
https://t.co/VAqwpIgQvU

@ReachTWR https://t.co/Ei6NB5qfN9"
237,2023-05-12 15:36:25+00:00,4303,,"“A man’s true wealth is the good he does in this world.”

https://t.co/Gw5eJQejzm"
238,2023-05-12 14:07:24+00:00,3647,,I could never stop fighting even if I lost 100 fights because I’m not built to live a normal existence.
239,2023-05-12 12:49:45+00:00,2316,,"I believe that I have the sacred duty to only eat the highest quality foods possible to maintain my health vitality and masculine virility

Tenet 22

https://t.co/dmQKaLljLK"
240,2023-05-12 11:23:40+00:00,20199,,"I own Star Wars.

I own it and every fucking dork who’s ever seen it.

I am the culture I am the internet I am the face of man.

Without me none of you are anything.

May the force be with ME. https://t.co/k3uX1N3sA9"
241,2023-05-12 10:09:26+00:00,18629,,"Life Hack: dont manifest things. 

Just be super rich and pay for them, that way you get them instantly. https://t.co/f47rtw5WTE"
242,2023-05-12 08:34:48+00:00,14893,,"Billions of people just living out their lives.

Oblivious."
243,2023-05-12 06:57:52+00:00,8463,,https://t.co/MSUVd6DUkG
244,2023-05-11 19:42:14+00:00,13677,,I never warm up and I never cool down because im straight.
245,2023-05-11 19:30:30+00:00,2419,,@TopGirlKeiko Gona send you my whole playlist ❤️
246,2023-05-11 18:44:51+00:00,41895,,My pronouns are get/fucked.
247,2023-05-11 18:41:26+00:00,4671,,"“Do not withhold your money, for if you did so, Allah would withhold his blessings from you.”

https://t.co/x5zGRlnDPb"
248,2023-05-11 17:17:46+00:00,27709,,GM. https://t.co/tQD9uSCpfn
